trial_num,selection_order,shape_sequence,position_sequence,timing_sequence_ms
13,2,"circle,star","(-480.0, -270.0),(-480.0, 270.0)","0,2945"
14,4,"circle,star,circle,star","(-480.0, -270.0),(-480.0, 270.0),(-480.0, -270.0),(-480.0, 270.0)","0,1828,1801,3213"
15,1,circle,"(-480.0, -270.0)",0
16,4,"circle,star,t,cross","(-480.0, -270.0),(-480.0, 270.0),(480.0, 270.0),(480.0, -270.0)","0,2845,1801,2713"
17,3,"circle,t,cross","(-480.0, -270.0),(480.0, 270.0),(480.0, -270.0)","0,4745,2016"
18,1,circle,"(-480.0, -270.0)",0
19,1,circle,"(-480.0, -270.0)",0
20,1,circle,"(-480.0, -270.0)",0
21,1,circle,"(-480.0, -270.0)",0
